order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5
1654,1,Chips and Tomatillo Red Chili Salsa,,$2.95 ,,,,,
1655,1,Chips and Guacamole,,$4.45 ,,,,,
1655,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1655,1,Veggie Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,Sour Cream
1655,1,Barbacoa Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,Sour Cream
1655,1,Carnitas Soft Tacos,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Sour Cream
1655,3,Bottled Water,,$4.50 ,,,,,
1656,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",$11.75 ,Fresh Tomato Salsa,Rice,Pinto Beans,Cheese,Sour Cream
1656,1,Canned Soft Drink,Lemonade,$1.25 ,Lemonade,,,,
1657,1,Barbacoa Bowl,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Tomatillo Red Chili Salsa,Fajita Vegetables,Rice,Black Beans,Pinto Beans
1657,1,Carnitas Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce",$11.75 ,Tomatillo Green Chili Salsa,Fajita Vegetables,Rice,Black Beans,Guacamole
1657,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1657,1,Canned Soft Drink,Nestea,$1.25 ,Nestea,,,,
1658,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Pinto Beans",$9.25 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,,
1658,1,Chips and Guacamole,,$4.45 ,,,,,
1659,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1659,1,Carnitas Soft Tacos,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
1660,2,Chicken Burrito,"Fresh Tomato Salsa, Rice",$17.50 ,Fresh Tomato Salsa,Rice,,,
1660,1,Chips,,$2.15 ,,,,,
1660,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1660,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1660,10,Bottled Water,,$15.00 ,,,,,
1660,1,Veggie Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Guacamole",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Guacamole,
1660,1,Chips and Guacamole,,$4.45 ,,,,,
1660,1,Chips and Tomatillo Red Chili Salsa,,$2.95 ,,,,,
1661,1,Chicken Bowl,"Fresh Tomato Salsa, Guacamole, Sour Cream, Cheese, Rice, Fajita Vegetables",$11.25 ,Fresh Tomato Salsa,Guacamole,Sour Cream,Cheese,Rice
1661,1,Chips,,$2.15 ,,,,,
1662,1,Canned Soft Drink,Sprite,$1.25 ,Sprite,,,,
1662,1,Bottled Water,,$1.50 ,,,,,
1662,1,Chicken Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese",$8.75 ,Roasted Chili Corn Salsa,Fajita Vegetables,Pinto Beans,Sour Cream,Cheese
1662,1,Chicken Soft Tacos,"Fresh Tomato Salsa, Sour Cream, Cheese, Guacamole",$11.25 ,Fresh Tomato Salsa,Sour Cream,Cheese,Guacamole,
1662,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
1663,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1663,1,Canned Soft Drink,Sprite,$1.25 ,Sprite,,,,
1664,1,Chips,,$2.15 ,,,,,
1664,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1664,1,Carnitas Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Black Beans,Pinto Beans,Cheese
1664,1,6 Pack Soft Drink,Diet Coke,$6.49 ,Diet Coke,,,,
1665,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
1665,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese",$8.75 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,
1665,1,Chips,,$2.15 ,,,,,
1666,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Pinto Beans,Cheese
1666,1,6 Pack Soft Drink,Coke,$6.49 ,Coke,,,,
1667,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole",$11.25 ,Tomatillo Red Chili Salsa,Fajita Vegetables,Rice,Black Beans,Sour Cream
1667,1,Bottled Water,,$1.50 ,,,,,
1668,1,Veggie Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1668,1,Chips and Guacamole,,$4.45 ,,,,,
1669,1,Chicken Burrito,"Fresh Tomato Salsa, Rice",$8.75 ,Fresh Tomato Salsa,Rice,,,
1669,1,Chips and Guacamole,,$4.45 ,,,,,
1670,1,Steak Soft Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Cheese,Sour Cream,Lettuce
1670,1,Barbacoa Soft Tacos,"Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce",$9.25 ,Tomatillo Red Chili Salsa,Rice,Cheese,Sour Cream,Lettuce
1670,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1670,1,Canned Soft Drink,Sprite,$1.25 ,Sprite,,,,
1671,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
1671,3,Bottled Water,,$4.50 ,,,,,
1672,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Guacamole",$11.25 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,Guacamole
1672,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1673,1,Bottled Water,,$1.50 ,,,,,
1673,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce",$9.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Lettuce
1673,1,Chips,,$2.15 ,,,,,
1673,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Lettuce, Guacamole",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Lettuce,Guacamole
1673,1,Chips and Guacamole,,$4.45 ,,,,,
1674,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Tomatillo Green Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
1674,1,Chips and Guacamole,,$4.45 ,,,,,
1675,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Pinto Beans,Cheese
1675,1,Chips and Guacamole,,$4.45 ,,,,,
1676,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese",$9.25 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,Black Beans,Sour Cream
1676,1,Chips and Guacamole,,$4.45 ,,,,,
1676,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1677,1,Veggie Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Guacamole",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Black Beans,Guacamole,
1677,1,Chips and Guacamole,,$4.45 ,,,,,
1678,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
1678,1,Chips and Guacamole,,$4.45 ,,,,,
1679,1,Chicken Salad Bowl,"Roasted Chili Corn Salsa, Black Beans, Cheese, Lettuce",$8.75 ,Roasted Chili Corn Salsa,Black Beans,Cheese,Lettuce,
1679,1,Chips,,$2.15 ,,,,,
1679,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Black Beans, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Black Beans,Cheese,Sour Cream,
1679,1,Chips and Guacamole,,$4.45 ,,,,,
1679,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce",$8.75 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Sour Cream
1680,1,Steak Bowl,"Fresh Tomato Salsa, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Fresh Tomato Salsa,Black Beans,Cheese,Sour Cream,Guacamole
1680,1,Bottled Water,,$1.50 ,,,,,
1681,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Pinto Beans,Cheese
1681,1,Chips and Guacamole,,$4.45 ,,,,,
1682,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,,
1682,1,Chips,,$2.15 ,,,,,
1682,1,Bottled Water,,$1.50 ,,,,,
1683,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Lettuce,
1683,1,Chips and Guacamole,,$4.45 ,,,,,
1684,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Cheese,Lettuce,
1684,1,Steak Bowl,"Tomatillo Red Chili Salsa, Rice, Pinto Beans, Guacamole, Lettuce",$11.75 ,Tomatillo Red Chili Salsa,Rice,Pinto Beans,Guacamole,Lettuce
1685,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1685,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Fajita Vegetables,Cheese,Sour Cream,Lettuce
1686,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Black Beans,Cheese,Sour Cream
1686,1,Veggie Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
1687,1,Bottled Water,,$1.50 ,,,,,
1687,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Sour Cream,Cheese
1687,1,Chips,,$2.15 ,,,,,
1688,1,Steak Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Guacamole",$11.75 ,Tomatillo Green Chili Salsa,Rice,Pinto Beans,Cheese,Guacamole
1688,1,Chips,,$2.15 ,,,,,
1689,1,Steak Soft Tacos,"Fresh Tomato Salsa, Cheese, Lettuce",$9.25 ,Fresh Tomato Salsa,Cheese,Lettuce,,
1689,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
1690,2,Steak Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese",$18.50 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,
1690,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1690,1,Chips and Guacamole,,$4.45 ,,,,,
1691,1,Chicken Bowl,White Rice,$8.50 ,White Rice,,,,
1691,2,Chips and Guacamole,,$8.50 ,,,,,
1692,1,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Black Beans, Sour Cream, Cheese, Guacamole",$11.25 ,Tomatillo Green Chili Salsa,Black Beans,Sour Cream,Cheese,Guacamole
1692,1,Carnitas Salad Bowl,"Tomatillo Green Chili Salsa, Black Beans, Cheese, Guacamole",$11.89 ,Tomatillo Green Chili Salsa,Black Beans,Cheese,Guacamole,
1692,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
1693,1,Steak Salad Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.39 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1693,1,Chips and Guacamole,,$4.45 ,,,,,
1694,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
1694,1,Chips,,$2.15 ,,,,,
1694,1,Bottled Water,,$1.50 ,,,,,
1695,1,Steak Burrito,"Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole",$11.75 ,Tomatillo Red Chili Salsa,Rice,Fajita Vegetables,Cheese,Lettuce
1695,1,Chicken Soft Tacos,"Tomatillo Red Chili Salsa, Cheese",$8.75 ,Tomatillo Red Chili Salsa,Cheese,,,
1695,1,Steak Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese",$9.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,
1696,1,Carnitas Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Rice,Pinto Beans,Cheese,Sour Cream
1696,1,Chips and Guacamole,,$4.45 ,,,,,
1696,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1696,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Tomatillo Red Chili Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1697,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1697,1,Chips and Tomatillo Green Chili Salsa,,$2.95 ,,,,,
1698,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Rice,Pinto Beans,Sour Cream,Lettuce
1698,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese",$8.75 ,Tomatillo Red Chili Salsa,Rice,Pinto Beans,Cheese,
1698,1,Chips,,$2.15 ,,,,,
1699,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1699,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Guacamole",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Cheese,Guacamole
1699,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Guacamole
1700,1,Veggie Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Guacamole",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Guacamole,
1700,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Guacamole
1701,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Guacamole
1701,1,Chips,,$2.15 ,,,,,
1701,1,Veggie Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1702,1,Steak Bowl,"Rice, Tomatillo-Red Chili Salsa (Hot)",$8.99 ,Rice,Tomatillo-Red Chili Salsa (Hot),,,
1702,1,Steak Burrito,"Rice, Tomatillo-Red Chili Salsa (Hot)",$8.99 ,Rice,Tomatillo-Red Chili Salsa (Hot),,,
1703,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,Lettuce
1703,1,Steak Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$9.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
1703,1,Barbacoa Soft Tacos,"Roasted Chili Corn Salsa, Fajita Vegetables, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Black Beans,Cheese,Sour Cream
1703,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1704,1,Chicken Bowl,"Fresh Tomato Salsa, Pinto Beans, Rice, Lettuce, Cheese",$8.75 ,Fresh Tomato Salsa,Pinto Beans,Rice,Lettuce,Cheese
1704,1,Chips and Guacamole,,$4.45 ,,,,,
1705,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Roasted Chili Corn Salsa,Rice,Cheese,Sour Cream,Lettuce
1705,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
1705,1,Chips and Guacamole,,$4.45 ,,,,,
1706,1,Veggie Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Pinto Beans
1706,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1707,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,Lettuce
1707,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,
1708,1,Veggie Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Guacamole, Lettuce",$11.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Sour Cream,Guacamole
1708,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1709,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
1709,1,Canned Soft Drink,Sprite,$1.25 ,Sprite,,,,
1709,1,Canned Soft Drink,Nestea,$1.25 ,Nestea,,,,
1709,1,Steak Soft Tacos,"Fresh Tomato Salsa, Cheese, Lettuce",$9.25 ,Fresh Tomato Salsa,Cheese,Lettuce,,
1710,1,Barbacoa Burrito,"Tomatillo Red Chili Salsa, Rice, Cheese, Guacamole",$11.75 ,Tomatillo Red Chili Salsa,Rice,Cheese,Guacamole,
1710,1,Chips,,$2.15 ,,,,,
1711,1,Chicken Soft Tacos,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,
1711,1,Chips and Guacamole,,$4.45 ,,,,,
1712,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Sour Cream
1712,1,Chips and Guacamole,,$4.45 ,,,,,
1713,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole",$11.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1713,1,Steak Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce",$9.25 ,Tomatillo Green Chili Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1714,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$8.75 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Sour Cream
1714,1,Steak Soft Tacos,"Roasted Chili Corn Salsa, Fajita Vegetables, Cheese, Sour Cream, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Cheese,Sour Cream,Lettuce
1714,1,Chips and Guacamole,,$4.45 ,,,,,
1715,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Fresh Tomato Salsa,Rice,Pinto Beans,Cheese,Sour Cream
1715,1,Chips and Guacamole,,$4.45 ,,,,,
1715,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1716,1,Chips and Guacamole,,$4.45 ,,,,,
1716,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.75 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,Guacamole
1717,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Cheese, Lettuce",$9.25 ,Fresh Tomato Salsa,Rice,Cheese,Lettuce,
1717,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Pinto Beans, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Black Beans,Pinto Beans,Guacamole
1717,1,Chips,,$2.15 ,,,,,
1718,2,Steak Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole",$23.50 ,Fresh Tomato Salsa,Fajita Vegetables,Sour Cream,Cheese,Lettuce
1718,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Cheese",$9.25 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,Cheese,
1718,1,Chips,,$2.15 ,,,,,
1719,2,Steak Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce, Sour Cream",$18.50 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Lettuce
1719,1,Chicken Soft Tacos,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
1719,2,Chips and Tomatillo Red Chili Salsa,,$5.90 ,,,,,
1720,1,Steak Salad Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole",$11.89 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Guacamole
1720,1,Chips and Guacamole,,$4.45 ,,,,,
1721,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce",$8.75 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1721,1,Chips and Guacamole,,$4.45 ,,,,,
1722,1,Steak Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$9.25 ,Tomatillo Green Chili Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
1722,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
1723,1,Veggie Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Sour Cream
1723,1,Chips and Tomatillo Red Chili Salsa,,$2.95 ,,,,,
1724,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Guacamole",$11.25 ,Tomatillo Green Chili Salsa,Rice,Black Beans,Cheese,Guacamole
1724,1,Chicken Crispy Tacos,"Tomatillo Red Chili Salsa, Black Beans, Cheese, Lettuce, Guacamole",$11.25 ,Tomatillo Red Chili Salsa,Black Beans,Cheese,Lettuce,Guacamole
1725,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Guacamole",$11.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Guacamole
1725,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
1726,1,Steak Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
1726,1,Carnitas Soft Tacos,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1727,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",$9.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1727,1,Chips and Tomatillo Green Chili Salsa,,$2.95 ,,,,,
1728,1,Chicken Bowl,"Fresh Tomato Salsa, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Guacamole,Lettuce,,
1728,1,Chips,,$2.15 ,,,,,
1729,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Rice,Pinto Beans,Cheese,Sour Cream
1729,2,Chips and Guacamole,,$8.90 ,,,,,
1730,1,Chicken Salad Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese",$8.75 ,Tomatillo Red Chili Salsa,Rice,Cheese,,
1730,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Guacamole
